Population  00000002
Istambul    16079000
San Paulo   22495000
Milano      05488000
Mosca       17332000
Tokyo       39105000
New York    23582649
Dusseldorf  06237000
Londra      11262000
Shangai     41354149
Mexico City 21804515
Madrid      06211000
Berlino     04012000
